0,nospec_no_specifier_test,1595950879,0
1,nospec_empty_string,1595950879,0
2,nospec_some_escaped_chars,1595950879,0
3,nospec_successive_5_5,1595950879,0
4,nospec_successive_2_9,1595950879,0
5,nospec_successive_8_3,1595950879,0
6,pct_basic,1595950879,0
7,pct_5w,1595950879,1595950222
8,pct_5wlj,1595950879,1595950222
9,pct_5wzp,1595950879,1595950222
10,pct_5wljzp,1595950879,1595938787
11,nocrash_nullspec_basic,1595950879,1595619541
12,nocrash_nullspec_5w,1595950879,1595619541
13,nocrash_nullspec_5wzp,1595950879,1595619541
14,nocrash_nullspec_5wzplj,1595950879,1595619541
15,nocrash_nullspec_5wlj,1595950879,1595619541
16,s_basic_string_expansion,1595950879,1595938787
17,s_only_string_expansion,1595950879,1595950222
18,s_two_string_expansions,1595950879,1595950222
19,s_two_string_expansions2,1595950879,1595938787
20,s_empty_string_expansion,1595950879,1595950222
21,s_full_then_empty_string,1595950879,1595938787
22,s_empty_then_full_string,1595950879,1595938787
23,s_three_strings,1595950879,1595938787
24,s_space_padded_field_width,1595950879,1595938787
25,s_space_padded_field_width2,1595950879,1595950222
26,s_space_padded_over_field_width,1595950879,1595950222
27,s_space_padded_field_width_lj,1595950879,1595938787
28,s_space_padded_field_width2_lj,1595950879,1595950222
29,s_space_padded_over_field_width_lj,1595950879,1595950222
30,s_string_prec_notrunc,1595950879,1595950222
31,s_string_prec_trunc,1595950879,1595938787
32,s_string_prec_default,1595950879,1595938787
33,s_string_prec_zero,1595950879,1595938787
34,s_two_strings_prec_2trunc,1595950879,1595938787
35,s_two_strings_prec_1trunc_a,1595950879,1595938787
36,s_two_strings_prec_1trunc_b,1595950879,1595950222
37,s_two_strings_prec_0trunc,1595950879,1595938787
38,s_string_prec_width_notrunc,1595950879,1595938787
39,s_string_prec_width_trunc,1595950879,1595938787
40,s_string_prec_width_notrunc_lj,1595950879,1595938787
41,s_string_prec_width_trunc_lj,1595950879,1595938787
42,s_two_s_prec_width_2fit_0trunc,1595950879,1595950222
43,s_two_s_prec_width_1fit_a_0trunc,1595950879,1595950222
44,s_two_s_prec_width_1fit_b_0trunc,1595950879,1595950222
45,s_two_s_prec_width_0fit_0trunc,1595950879,1595950222
